"Date","Price","Open","High","Low","Vol.","Change %"
"07/13/2022","25.7598","25.7241","25.8496","25.6814","51.99K","0.25%"
"07/12/2022","25.6960","25.7922","25.8521","25.6968","46.57K","-0.32%"
"07/11/2022","25.7787","25.6491","25.8253","25.5900","40.43K","0.54%"
"07/08/2022","25.6399","25.7291","25.7881","25.6040","51.07K","-0.32%"
"07/07/2022","25.7212","25.7784","25.8973","25.7128","48.49K","-0.18%"
"07/06/2022","25.7667","25.5790","25.8066","25.5630","53.44K","0.77%"
"07/05/2022","25.5692","25.5847","25.6139","25.4988","50.35K","0.00%"
"07/04/2022","25.5694","25.4716","25.6056","25.4716","34.00K","0.40%"
"07/01/2022","25.4672","25.4047","25.5856","25.3865","47.34K","0.29%"
"06/30/2022","25.3939","25.2771","25.4390","25.2377","45.35K","0.51%"
"06/29/2022","25.2654","25.3486","25.3869","25.1829","42.73K","-0.30%"
"06/28/2022","25.3404","25.5331","25.5479","25.3004","46.18K","-0.72%"
"06/27/2022","25.5230","25.5935","25.6197","25.4754","41.56K","-0.19%"
"06/24/2022","25.5717","25.5322","25.6250","25.5041","45.17K","0.30%"
"06/23/2022","25.4943","25.5319","25.5694","25.4492","49.23K","-0.07%"
"06/22/2022","25.5118","25.5026","25.5786","25.4330","45.98K","0.08%"
"06/21/2022","25.4908","25.4473","25.5912","25.4327","40.73K","0.22%"
"06/20/2022","25.4337","25.3678","25.4960","25.3462","38.71K","0.50%"
"06/17/2022","25.3074","25.3154","25.4792","25.2656","50.94K","0.01%"
"06/16/2022","25.3036","25.0929","25.3998","25.0496","62.81K","0.92%"
"06/15/2022","25.0721","25.1399","25.2579","25.0252","59.60K","-0.21%"
"06/14/2022","25.1238","25.0099","25.1791","25.0072","53.25K","0.52%"
"06/13/2022","24.9946","25.0342","25.1224","24.9794","49.33K","-0.04%"
"06/10/2022","25.0036","24.9738","25.1883","24.9720","49.23K","0.20%"
"06/09/2022","24.9530","25.1009","25.1117","24.9711","40.96K","-0.50%"
"06/08/2022","25.0781","25.0500","25.1228","25.0309","38.26K","0.16%"
"06/07/2022","25.0382","24.9700","25.0846","24.9447","39.47K","0.33%"
"06/06/2022","24.9564","24.9546","25.0509","24.9509","34.99K","0.12%"
"06/03/2022","24.9255","25.0009","25.0164","24.9009","33.22K","-0.25%"
"06/02/2022","24.9891","24.9955","25.0264","24.9254","41.75K","0.02%"
"06/01/2022","24.9836","25.0557","25.0756","24.9563","45.36K","-0.18%"
"05/31/2022","25.0292","24.9296","25.0721","24.9113","45.58K","0.42%"
"05/30/2022","24.9250","24.9315","24.9671","24.8949","30.80K","0.05%"
"05/27/2022","24.9124","24.9190","24.9681","24.8769","36.47K","0.08%"
"05/26/2022","24.8926","24.9173","25.0018","24.8490","45.48K","-0.14%"
"05/25/2022","24.9273","24.8551","24.9827","24.8369","55.40K","0.37%"
"05/24/2022","24.8342","24.8698","24.9090","24.7972","55.08K","-0.10%"
"05/23/2022","24.8580","24.9330","24.9791","24.8299","49.15K","-0.18%"
"05/20/2022","24.9041","24.9493","25.0009","24.8395","55.37K","-0.14%"
"05/19/2022","24.9385","24.8949","25.0036","24.8707","60.49K","0.24%"
"05/18/2022","24.8779","24.9323","25.0027","24.8823","46.62K","-0.17%"
"05/17/2022","24.9206","24.9380","24.9802","24.8766","49.49K","-0.07%"
"05/16/2022","24.9389","24.9506","25.0045","24.8862","42.67K","0.12%"
"05/13/2022","24.9103","24.8685","24.9695","24.8263","52.45K","0.28%"
"05/12/2022","24.8408","24.9379","24.9865","24.8177","54.24K","-0.32%"
"05/11/2022","24.9209","24.8841","25.0325","24.8563","48.17K","0.17%"
"05/10/2022","24.8796","24.8696","24.9253","24.7988","46.75K","0.09%"
"05/09/2022","24.8580","24.7790","24.8931","24.7477","43.31K","0.35%"
"05/06/2022","24.7709","24.8329","24.8509","24.7344","53.08K","-0.14%"
"05/05/2022","24.8068","24.7790","24.8609","24.6944","45.51K","0.14%"
"05/04/2022","24.7726","24.8356","24.9827","24.7544","36.09K","-0.20%"
"05/03/2022","24.8230","24.8674","24.9467","24.7977","39.10K","-0.22%"
"05/02/2022","24.8782","24.7327","24.8845","24.7327","31.29K","0.56%"
"04/29/2022","24.7399","24.8531","24.8672","24.7406","47.91K","-0.42%"
"04/28/2022","24.8432","24.8643","24.9322","24.7905","48.47K","-0.03%"
"04/27/2022","24.8498","24.8731","24.9837","24.8506","43.02K","-0.10%"
"04/26/2022","24.8739","24.8071","24.9654","24.7779","40.59K","0.18%"
"04/25/2022","24.8290","24.7693","24.8608","24.6962","45.34K","0.23%"
"04/22/2022","24.7721","24.8562","24.8937","24.7475","39.12K","-0.29%"
"04/21/2022","24.8443","24.7735","24.9136","24.7510","38.47K","0.36%"
"04/20/2022","24.7544","24.7085","24.8064","24.6885","37.53K","0.23%"
"04/19/2022","24.6985","24.7476","24.7789","24.6557","33.26K","-0.15%"
"04/18/2022","24.7357","24.7853","24.7985","24.7099","20.67K","-0.15%"
"04/15/2022","24.7733","24.8406","24.8433","24.7359","10.96K","-0.22%"
"04/14/2022","24.8286","24.5936","24.8975","24.5706","32.70K","0.98%"
"04/13/2022","24.5872","24.6252","24.6305","24.5163","19.52K","-0.12%"
"04/12/2022","24.6170","24.6218","24.6955","24.5632","24.36K","0.02%"
"04/11/2022","24.6118","24.6361","24.6678","24.5914","23.01K","-0.05%"
"04/08/2022","24.6243","24.5988","24.6945","24.5751","20.75K","0.14%"
"04/07/2022","24.5905","24.6940","24.7214","24.5424","20.60K","-0.39%"
"04/06/2022","24.6857","24.6772","24.7388","24.6501","21.08K","0.10%"
"04/05/2022","24.6617","24.6618","24.7079","24.6037","19.26K","0.06%"
"04/04/2022","24.6462","24.7015","24.7328","24.6416","19.20K","-0.16%"
"04/01/2022","24.6849","24.5674","24.7199","24.5408","23.79K","0.53%"
"03/31/2022","24.5555","24.6561","24.6777","24.5186","28.28K","-0.35%"
"03/30/2022","24.6414","24.7042","24.7869","24.5709","29.16K","-0.21%"
"03/29/2022","24.6923","24.8237","24.8456","24.6720","32.88K","-0.46%"
"03/28/2022","24.8053","24.7432","24.8493","24.7038","22.50K","0.34%"
"03/25/2022","24.7203","24.6915","24.7669","24.6324","19.33K","0.15%"
"03/24/2022","24.6833","24.7597","24.8279","24.6696","21.84K","-0.27%"
"03/23/2022","24.7496","24.6977","24.8150","24.6463","28.45K","0.28%"
"03/22/2022","24.6794","24.7109","24.8150","24.6291","31.99K","-0.08%"
"03/21/2022","24.6999","24.5686","24.7694","24.5282","27.94K","0.59%"
"03/18/2022","24.5556","24.5337","24.6349","24.5148","29.66K","0.14%"
"03/17/2022","24.5217","24.5575","24.5795","24.4430","31.38K","-0.04%"
"03/16/2022","24.5327","24.5525","24.6285","24.4495","34.84K","0.02%"
"03/15/2022","24.5279","24.4696","24.5995","24.4496","33.79K","0.26%"
"03/14/2022","24.4643","24.4265","24.5243","24.4008","32.35K","0.27%"
"03/11/2022","24.3992","24.3710","24.5089","24.3529","37.22K","0.15%"
"03/10/2022","24.3637","24.3234","24.4104","24.2570","39.40K","0.22%"
"03/09/2022","24.3098","24.3179","24.3684","24.2403","42.37K","0.08%"
"03/08/2022","24.2899","24.2409","24.3697","24.2156","46.64K","0.28%"
"03/07/2022","24.2220","24.0362","24.2834","23.9927","40.23K","0.82%"
"03/04/2022","24.0244","24.0260","24.0829","23.9500","39.56K","0.04%"
"03/03/2022","24.0142","24.0142","24.0531","23.8929","35.06K","0.04%"
"03/02/2022","24.0050","24.0931","24.1424","23.8769","37.28K","-0.32%"
"03/01/2022","24.0813","24.1208","24.1485","23.9988","33.86K","-0.11%"
"02/28/2022","24.1089","23.9222","24.1626","23.8712","40.52K","0.61%"
"02/25/2022","23.9625","24.0815","24.1087","23.9492","43.62K","-0.45%"
"02/24/2022","24.0705","23.9650","24.1980","23.9391","52.02K","0.49%"
"02/23/2022","23.9531","24.0981","24.1460","23.9444","30.26K","-0.58%"
"02/22/2022","24.0933","23.9923","24.1347","23.9426","36.98K","0.48%"
"02/21/2022","23.9786","23.8870","23.9905","23.8601","25.17K","0.38%"
"02/18/2022","23.8877","23.9011","23.9722","23.8673","34.40K","-0.01%"
"02/17/2022","23.8910","24.0024","24.0819","23.8710","43.67K","-0.42%"
"02/16/2022","23.9920","24.0532","24.1122","23.9997","29.59K","-0.25%"
"02/15/2022","24.0520","24.0785","24.1183","23.9745","31.43K","-0.06%"
"02/14/2022","24.0665","24.3066","24.3075","24.0470","34.45K","-0.86%"
"02/11/2022","24.2748","24.3260","24.3624","24.2419","36.89K","-0.22%"
"02/10/2022","24.3290","24.3768","24.4160","24.2596","35.53K","-0.15%"
"02/09/2022","24.3666","24.4675","24.5061","24.3492","24.21K","-0.36%"
"02/08/2022","24.4555","24.5674","24.5794","24.4284","34.27K","-0.38%"
"02/07/2022","24.5481","24.5106","24.6106","24.3961","32.75K","0.20%"
"02/04/2022","24.4986","24.6456","24.6493","24.4798","37.50K","-0.55%"
"02/03/2022","24.6336","24.5927","24.6700","24.5507","29.81K","0.22%"
"02/02/2022","24.5807","24.6172","24.6614","24.5669","23.21K","-0.10%"
"02/01/2022","24.6052","24.5902","24.6435","24.5525","24.77K","0.10%"
"01/31/2022","24.5801","24.6799","24.6939","24.5588","31.85K","-0.33%"
"01/28/2022","24.6606","24.6203","24.6909","24.5304","35.65K","0.20%"
"01/27/2022","24.6101","24.5705","24.6350","24.4999","34.24K","0.23%"
"01/26/2022","24.5549","24.5379","24.6169","24.4887","25.91K","0.09%"
"01/25/2022","24.5333","24.5273","24.6269","24.5021","26.64K","0.07%"
"01/24/2022","24.5153","24.5110","24.6157","24.4937","28.48K","0.21%"
"01/21/2022","24.4648","24.4331","24.5838","24.3998","29.55K","0.17%"
"01/20/2022","24.4230","24.4259","24.5760","24.3496","28.69K","0.10%"
"01/19/2022","24.3975","24.4957","24.6122","24.4082","28.21K","-0.32%"
"01/18/2022","24.4747","24.5558","24.5765","24.4097","36.50K","-0.24%"
"01/17/2022","24.5347","24.6447","24.7404","24.4929","24.09K","-0.41%"
"01/14/2022","24.6346","24.6796","24.7286","24.5868","27.83K","-0.13%"
"01/13/2022","24.6676","24.7410","24.7706","24.6426","26.05K","-0.30%"
"01/12/2022","24.7418","24.6659","24.7779","24.6318","20.48K","0.35%"
"01/11/2022","24.6557","24.7927","24.8119","24.6456","18.50K","-0.50%"
"01/10/2022","24.7789","24.8018","24.8995","24.7723","19.95K","-0.06%"
"01/07/2022","24.7935","24.6629","24.8234","24.6094","19.17K","0.58%"
"01/06/2022","24.6510","24.4540","24.7012","24.4504","20.22K","0.85%"
"01/05/2022","24.4422","24.5307","24.5456","24.4314","20.12K","-0.31%"
"01/04/2022","24.5188","24.5540","24.6332","24.5032","17.99K","-0.12%"
"01/03/2022","24.5477","24.6359","24.6801","24.5434","14.90K","-0.31%"
"12/31/2021","24.6239","24.6645","24.6974","24.5493","16.02K","-0.13%"
"12/30/2021","24.6562","24.7791","24.8001","24.6033","12.89K","-0.45%"
"12/29/2021","24.7671","24.7711","24.8338","24.6975","13.07K","0.05%"
"12/28/2021","24.7545","24.7080","24.7931","24.6820","13.16K","0.24%"
"12/27/2021","24.6961","24.5964","24.7546","24.5872","10.67K","0.46%"
"12/24/2021","24.5827","24.6642","24.7261","24.5645","13.62K","-0.29%"
"12/23/2021","24.6541","24.7109","24.7503","24.6279","15.65K","-0.19%"
"12/22/2021","24.7009","24.6885","24.7776","24.6582","15.72K","0.06%"
"12/21/2021","24.6848","24.6002","24.7417","24.5721","16.42K","0.43%"
"12/20/2021","24.5794","24.3847","24.6067","24.3720","20.00K","0.88%"
"12/17/2021","24.3656","24.5149","24.5250","24.3578","24.15K","-0.53%"
"12/16/2021","24.4958","24.4846","24.5469","24.4149","23.88K","0.08%"
"12/15/2021","24.4763","24.4022","24.5034","24.3586","20.40K","0.39%"
"12/14/2021","24.3815","24.4195","24.4554","24.3718","15.57K","-0.09%"
"12/13/2021","24.4042","24.6618","24.6762","24.3713","16.60K","-0.98%"
"12/10/2021","24.6445","24.6217","24.6825","24.5679","17.54K","0.14%"
"12/09/2021","24.6099","24.6096","24.6455","24.4935","17.57K","0.02%"
"12/08/2021","24.6051","24.6660","24.6741","24.5038","23.09K","-0.15%"
"12/07/2021","24.6414","24.7197","24.7780","24.5921","19.71K","-0.27%"
"12/06/2021","24.7079","24.6909","24.7636","24.6336","16.87K","0.20%"
"12/03/2021","24.6593","24.7472","24.8193","24.6170","25.99K","-0.31%"
"12/02/2021","24.7372","24.7043","24.8177","24.6725","25.31K","0.20%"
"12/01/2021","24.6888","24.7362","24.7689","24.6320","30.94K","-0.05%"
"11/30/2021","24.7014","24.6302","24.7269","24.5419","30.82K","0.34%"
"11/29/2021","24.6184","24.6326","24.6856","24.5240","21.98K","0.02%"
"11/26/2021","24.6136","24.4106","24.6413","24.3917","27.09K","0.89%"
"11/25/2021","24.3970","24.3924","24.4552","24.2739","17.00K","0.07%"
"11/24/2021","24.3806","24.2493","24.4391","24.2187","25.71K","0.57%"
"11/23/2021","24.2422","24.2109","24.2815","24.1703","23.43K","0.18%"
"11/22/2021","24.1991","24.0846","24.2239","24.0649","23.33K","0.52%"
"11/19/2021","24.0728","24.0150","24.1397","23.9919","18.24K","0.25%"
"11/18/2021","24.0121","24.0752","24.0885","23.9635","20.41K","-0.21%"
"11/17/2021","24.0634","24.1495","24.1804","24.0247","20.50K","-0.28%"
"11/16/2021","24.1306","24.1826","24.2266","24.1052","19.31K","-0.19%"
"11/15/2021","24.1761","24.2503","24.2512","24.1540","17.64K","-0.21%"
"11/12/2021","24.2276","24.2644","24.2827","24.1433","24.90K","-0.10%"
"11/11/2021","24.2507","24.2646","24.3249","24.2015","43.00K","0.06%"
"11/10/2021","24.2370","24.3262","24.3656","24.2208","42.08K","-0.36%"
"11/09/2021","24.3245","24.4351","24.4489","24.2956","43.90K","-0.40%"
"11/08/2021","24.4232","24.5918","24.6101","24.4165","35.95K","-0.64%"
"11/05/2021","24.5798","24.6809","24.7123","24.5382","106.66K","-0.32%"
"11/04/2021","24.6578","24.7134","24.7944","24.6292","128.56K","-0.18%"
"11/03/2021","24.7014","24.6600","24.8081","24.6443","119.36K","0.21%"
"11/02/2021","24.6498","24.6895","24.7578","24.6407","110.66K","-0.13%"
"11/01/2021","24.6830","24.6840","24.8010","24.6656","76.24K","0.04%"
"10/29/2021","24.6721","24.6904","24.7579","24.6405","107.32K","-0.03%"
"10/28/2021","24.6803","24.6986","24.7527","24.6607","110.29K","-0.03%"
"10/27/2021","24.6867","24.6392","24.7500","24.6139","128.78K","0.28%"
"10/26/2021","24.6181","24.5424","24.6927","24.5022","118.59K","0.35%"
"10/25/2021","24.5324","24.7190","24.7374","24.5297","72.96K","-0.50%"
"10/22/2021","24.6551","24.7765","24.8337","24.6551","37.07K","-0.43%"
"10/21/2021","24.7608","24.8335","24.8810","24.7728","39.90K","-0.27%"
"10/20/2021","24.8270","24.7778","24.9126","24.7760","37.52K","0.26%"
"10/19/2021","24.7621","24.8157","24.8632","24.7265","40.62K","-0.17%"
"10/18/2021","24.8055","24.7821","24.8305","24.7337","33.55K","-0.04%"
"10/15/2021","24.8146","24.5986","24.8312","24.5811","32.13K","0.91%"
"10/14/2021","24.5903","24.5589","24.6747","24.5329","40.01K","0.18%"
"10/13/2021","24.5470","24.5716","24.6314","24.4618","37.37K","-0.03%"
"10/12/2021","24.5543","24.8533","24.8691","24.5291","43.16K","-1.16%"
"10/11/2021","24.8414","24.9899","25.0592","24.8053","33.65K","-0.55%"
"10/08/2021","24.9779","24.8776","25.0526","24.8620","35.68K","0.46%"
"10/07/2021","24.8638","24.8905","24.9282","24.8223","41.10K","-0.06%"
"10/06/2021","24.8786","24.9236","24.9743","24.8539","51.69K","-0.15%"
"10/05/2021","24.9171","24.8922","24.9456","24.8618","51.18K","0.16%"
"10/04/2021","24.8784","24.7732","24.9106","24.7604","31.24K","0.52%"
"10/01/2021","24.7494","24.8057","24.8538","24.7353","32.70K","-0.20%"
"09/30/2021","24.7993","24.9477","24.9642","24.7442","50.12K","-0.57%"
"09/29/2021","24.9412","24.9236","24.9751","24.8720","44.30K","0.07%"
"09/28/2021","24.9227","24.8236","24.9659","24.7914","40.72K","0.45%"
"09/27/2021","24.8116","24.7054","24.8300","24.6485","35.33K","0.48%"
"09/24/2021","24.6935","24.7415","24.7850","24.6566","30.66K","-0.18%"
"09/23/2021","24.7369","24.7165","24.8420","24.5718","32.59K","0.14%"
"09/22/2021","24.7027","24.6810","24.7824","24.6481","40.29K","0.15%"
"09/21/2021","24.6654","24.6737","24.7918","24.6468","36.97K","0.01%"
"09/20/2021","24.6636","24.7239","24.7321","24.6331","35.43K","-0.18%"
"09/17/2021","24.7091","24.6293","24.7253","24.6072","37.83K","0.37%"
"09/16/2021","24.6173","24.5108","24.6515","24.4910","45.16K","0.45%"
"09/15/2021","24.5079","24.5024","24.5607","24.4463","39.36K","0.06%"
"09/14/2021","24.4922","24.4924","24.5687","24.4561","39.50K","0.04%"
"09/13/2021","24.4822","24.3673","24.5223","24.3548","29.31K","0.46%"
"09/10/2021","24.3703","24.3543","24.4262","24.3384","41.46K","0.13%"
"09/09/2021","24.3378","24.3525","24.3957","24.2774","49.98K","0.02%"
"09/08/2021","24.3332","24.2672","24.3965","24.2564","52.19K","0.30%"
"09/07/2021","24.2607","24.1889","24.3224","24.1649","46.33K","0.35%"
"09/06/2021","24.1752","24.2201","24.2542","24.0818","28.54K","-0.11%"
"09/03/2021","24.2027","24.1743","24.3330","24.1219","21.21K","0.13%"
"09/02/2021","24.1713","24.0321","24.1893","24.0128","15.58K","0.64%"
"09/01/2021","24.0184","23.9655","24.0803","23.9374","20.27K","0.28%"
"08/31/2021","23.9518","24.1481","24.1672","23.9578","21.61K","-0.76%"
"08/30/2021","24.1343","24.1744","24.1995","24.0619","14.51K","-0.09%"
"08/27/2021","24.1571","24.1834","24.2368","24.1030","60.87K","-0.06%"
"08/26/2021","24.1715","24.2525","24.2753","24.1550","47.28K","-0.29%"
"08/25/2021","24.2406","24.2756","24.3605","24.1340","46.44K","-0.13%"
"08/24/2021","24.2711","24.5180","24.5560","24.2293","49.85K","-0.94%"
"08/23/2021","24.5024","24.4871","24.5732","24.4418","27.80K","0.11%"
"08/20/2021","24.4753","24.4403","24.5058","24.4040","34.31K","0.16%"
"08/19/2021","24.4358","24.4789","24.5225","24.4186","49.04K","-0.08%"
"08/18/2021","24.4544","24.4944","24.5271","24.3480","31.63K","-0.12%"
"08/17/2021","24.4826","24.6523","24.6747","24.4427","30.94K","-0.63%"
"08/16/2021","24.6368","24.6153","24.6819","24.5812","33.99K","0.13%"
"08/13/2021","24.6050","24.3435","24.6170","24.3392","30.60K","1.13%"
"08/12/2021","24.3299","24.4809","24.4848","24.2807","38.38K","-0.51%"
"08/11/2021","24.4543","24.6129","24.6248","24.4121","53.03K","-0.60%"
"08/10/2021","24.6010","24.6574","24.6803","24.6057","42.48K","-0.17%"
"08/09/2021","24.6428","24.6981","24.6981","24.6240","32.57K","-0.20%"
"08/06/2021","24.6918","24.6050","24.7370","24.6023","37.46K","0.39%"
"08/05/2021","24.5949","24.5125","24.6407","24.4763","43.09K","0.38%"
"08/04/2021","24.5023","24.4367","24.5736","24.4331","42.60K","0.30%"
"08/03/2021","24.4285","24.3452","24.4603","24.3349","39.36K","0.39%"
"08/02/2021","24.3333","24.3011","24.3924","24.2876","30.34K","0.24%"
"07/30/2021","24.2749","24.2894","24.3292","24.2643","55.13K","-0.03%"
"07/29/2021","24.2812","24.2156","24.3110","24.1683","40.02K","0.35%"
"07/28/2021","24.1966","24.2135","24.2348","24.1256","41.98K","0.03%"
"07/27/2021","24.1899","24.2261","24.2658","24.1717","42.14K","-0.10%"
"07/26/2021","24.2143","24.2161","24.2719","24.1869","30.67K","0.01%"
"07/23/2021","24.2117","24.1902","24.2775","24.1724","29.35K","0.15%"
"07/22/2021","24.1747","24.0714","24.2092","24.0454","49.83K","0.43%"
"07/21/2021","24.0707","24.0542","24.0886","23.9943","30.08K","0.12%"
"07/20/2021","24.0425","24.1024","24.1168","23.9619","37.27K","-0.20%"
"07/19/2021","24.0906","24.1571","24.2351","24.0724","30.09K","-0.27%"
"07/16/2021","24.1565","24.1281","24.2111","24.1080","39.14K","0.16%"
"07/15/2021","24.1181","24.0978","24.1680","24.0675","25.35K","0.13%"
"07/14/2021","24.0860","24.0804","24.1353","24.0597","39.51K","0.06%"
"07/13/2021","24.0723","24.1780","24.1915","24.0450","45.58K","-0.37%"
"07/12/2021","24.1624","24.0702","24.1989","24.0583","37.00K","0.46%"
"07/09/2021","24.0512","24.0583","24.1667","24.0040","21.74K","0.02%"
"07/08/2021","24.0464","23.9537","24.0655","23.9457","26.16K","0.46%"
"07/07/2021","23.9366","23.9451","24.0000","23.9309","19.09K","0.01%"
"07/06/2021","23.9350","23.8784","23.9658","23.8598","21.05K","0.30%"
"07/05/2021","23.8630","23.8949","23.9296","23.8171","13.43K","0.04%"
"07/02/2021","23.8533","23.7767","23.8916","23.7610","20.54K","0.37%"
"07/01/2021","23.7658","23.8062","23.8356","23.7483","14.23K","-0.13%"
"06/30/2021","23.7961","23.8674","23.8986","23.7913","18.31K","-0.22%"
"06/29/2021","23.8481","23.7703","23.8918","23.7532","16.09K","0.39%"
"06/28/2021","23.7549","23.7078","23.8120","23.6679","15.10K","0.23%"
"06/25/2021","23.7003","23.7519","23.7712","23.6418","18.68K","-0.17%"
"06/24/2021","23.7400","23.6435","23.7780","23.6376","18.15K","0.46%"
