"Date","Price","Open","High","Low","Vol.","Change %"
"07/13/2022","3.7951","3.7822","3.8036","3.7666","152.99K","0.38%"
"07/12/2022","3.7809","3.7904","3.7938","3.7675","155.61K","-0.21%"
"07/11/2022","3.7888","3.7922","3.8172","3.7843","143.39K","-0.10%"
"07/08/2022","3.7926","3.7743","3.8035","3.7524","170.82K","0.58%"
"07/07/2022","3.7709","3.7534","3.7770","3.7332","163.27K","0.50%"
"07/06/2022","3.7521","3.7809","3.7812","3.7337","184.31K","-0.70%"
"07/05/2022","3.7784","3.7998","3.8261","3.7666","172.83K","-0.51%"
"07/04/2022","3.7976","3.8034","3.8051","3.7745","132.97K","-0.02%"
"07/01/2022","3.7985","3.8438","3.8477","3.7776","157.85K","-1.16%"
"06/30/2022","3.8429","3.8771","3.8860","3.8363","189.86K","-0.85%"
"06/29/2022","3.8757","3.8694","3.8997","3.8537","179.87K","0.20%"
"06/28/2022","3.8681","3.8282","3.8793","3.8241","173.77K","1.08%"
"06/27/2022","3.8268","3.8080","3.8366","3.7924","160.56K","0.41%"
"06/24/2022","3.8112","3.8024","3.8187","3.7804","177.94K","0.33%"
"06/23/2022","3.7987","3.8496","3.8542","3.7873","201.83K","-1.28%"
"06/22/2022","3.8478","3.8679","3.8698","3.8229","160.60K","-0.46%"
"06/21/2022","3.8656","3.8228","3.8698","3.8097","160.46K","1.16%"
"06/20/2022","3.8212","3.8268","3.8417","3.8089","143.44K","-0.17%"
"06/17/2022","3.8276","3.7754","3.8417","3.7707","214.52K","1.42%"
"06/16/2022","3.7739","3.8478","3.8592","3.7440","210.39K","-1.84%"
"06/15/2022","3.8446","3.8674","3.8716","3.8262","174.33K","-0.56%"
"06/14/2022","3.8662","3.8528","3.8677","3.8317","170.57K","0.39%"
"06/13/2022","3.8513","3.8695","3.8844","3.8279","161.81K","-0.47%"
"06/10/2022","3.8693","3.8890","3.8919","3.8380","147.84K","-0.42%"
"06/09/2022","3.8857","3.8881","3.8991","3.8607","155.38K","0.01%"
"06/08/2022","3.8854","3.8511","3.8949","3.8491","148.65K","0.93%"
"06/07/2022","3.8496","3.8370","3.8627","3.8316","132.71K","0.36%"
"06/06/2022","3.8357","3.8139","3.8380","3.7889","113.41K","0.61%"
"06/03/2022","3.8126","3.7897","3.8147","3.7864","85.57K","0.64%"
"06/02/2022","3.7882","3.7871","3.7947","3.7680","115.34K","0.08%"
"06/01/2022","3.7853","3.7487","3.7912","3.7473","124.29K","1.02%"
"05/31/2022","3.7472","3.7431","3.7581","3.7296","137.96K","0.18%"
"05/30/2022","3.7405","3.7249","3.7481","3.7197","95.47K","0.52%"
"05/27/2022","3.7210","3.7157","3.7327","3.7067","127.33K","0.24%"
"05/26/2022","3.7121","3.7135","3.7278","3.6946","136.65K","0.01%"
"05/25/2022","3.7117","3.7203","3.7240","3.6952","144.84K","-0.18%"
"05/24/2022","3.7185","3.7468","3.7474","3.6999","154.35K","-0.69%"
"05/23/2022","3.7444","3.7166","3.7492","3.7036","127.04K","0.89%"
"05/20/2022","3.7112","3.7082","3.7452","3.6976","159.12K","0.11%"
"05/19/2022","3.7073","3.7002","3.7290","3.6844","175.67K","0.28%"
"05/18/2022","3.6969","3.7471","3.7548","3.6944","148.22K","-1.31%"
"05/17/2022","3.7461","3.7205","3.7604","3.7103","134.06K","0.73%"
"05/16/2022","3.7190","3.7227","3.7331","3.6972","125.63K","0.03%"
"05/13/2022","3.7177","3.6939","3.7304","3.6911","159.98K","0.74%"
"05/12/2022","3.6905","3.7527","3.7542","3.6706","187.35K","-1.58%"
"05/11/2022","3.7496","3.7680","3.7720","3.7369","165.40K","-0.45%"
"05/10/2022","3.7664","3.7671","3.7802","3.7524","170.76K","0.02%"
"05/09/2022","3.7655","3.8013","3.8075","3.7638","119.78K","-0.93%"
"05/06/2022","3.8009","3.7878","3.8077","3.7857","149.96K","0.48%"
"05/05/2022","3.7828","3.7908","3.8172","3.7796","154.51K","-0.18%"
"05/04/2022","3.7895","3.7854","3.7966","3.7576","114.12K","0.14%"
"05/03/2022","3.7842","3.7753","3.7903","3.7619","122.76K","0.26%"
"05/02/2022","3.7744","3.7891","3.8055","3.7694","115.08K","-0.40%"
"04/29/2022","3.7896","3.7965","3.8128","3.7727","166.89K","-0.14%"
"04/28/2022","3.7950","3.7390","3.8077","3.7336","169.69K","1.54%"
"04/27/2022","3.7375","3.7095","3.7408","3.7010","135.69K","0.69%"
"04/26/2022","3.7120","3.7482","3.7585","3.7011","154.84K","-1.06%"
"04/25/2022","3.7517","3.7861","3.7967","3.7364","156.35K","-0.78%"
"04/22/2022","3.7812","3.7861","3.8010","3.7706","141.88K","-0.09%"
"04/21/2022","3.7845","3.7871","3.8036","3.7757","160.87K","-0.03%"
"04/20/2022","3.7857","3.8140","3.8299","3.7762","169.14K","-0.70%"
"04/19/2022","3.8125","3.7684","3.8157","3.7663","137.85K","1.22%"
"04/18/2022","3.7665","3.7573","3.7697","3.7490","93.60K","0.25%"
"04/15/2022","3.7571","3.7362","3.7654","3.7359","145.14K","0.60%"
"04/14/2022","3.7347","3.7501","3.7504","3.7137","129.64K","-0.38%"
"04/13/2022","3.7488","3.7322","3.7678","3.7320","127.00K","0.49%"
"04/12/2022","3.7307","3.7301","3.7420","3.7162","112.70K","0.06%"
"04/11/2022","3.7284","3.6922","3.7453","3.6904","107.17K","0.80%"
"04/08/2022","3.6989","3.7004","3.7115","3.6846","100.33K","-0.01%"
"04/07/2022","3.6991","3.6858","3.7085","3.6758","100.33K","0.41%"
"04/06/2022","3.6839","3.6851","3.6963","3.6791","113.90K","0.02%"
"04/05/2022","3.6830","3.6707","3.6879","3.6542","93.78K","0.40%"
"04/04/2022","3.6684","3.6591","3.6722","3.6512","112.79K","0.45%"
"04/01/2022","3.6521","3.6551","3.6806","3.6542","137.44K","-0.06%"
"03/31/2022","3.6544","3.6556","3.6853","3.6430","142.95K","0.06%"
"03/30/2022","3.6522","3.6662","3.6780","3.6235","148.12K","-0.35%"
"03/29/2022","3.6650","3.6618","3.6822","3.6379","162.62K","-0.03%"
"03/28/2022","3.6660","3.6306","3.7059","3.6279","131.62K","0.96%"
"03/25/2022","3.6311","3.6502","3.6538","3.6151","110.25K","-0.47%"
"03/24/2022","3.6484","3.6037","3.6528","3.5894","97.02K","1.28%"
"03/23/2022","3.6024","3.6066","3.6267","3.5828","114.40K","-0.05%"
"03/22/2022","3.6043","3.5611","3.6147","3.5561","99.33K","1.25%"
"03/21/2022","3.5599","3.5773","3.5842","3.5504","68.61K","-0.41%"
"03/18/2022","3.5744","3.5710","3.5821","3.5556","79.16K","0.13%"
"03/17/2022","3.5698","3.5584","3.5813","3.5554","93.78K","0.40%"
"03/16/2022","3.5556","3.5278","3.5638","3.5257","100.33K","0.89%"
"03/15/2022","3.5244","3.5318","3.5405","3.5089","105.75K","-0.18%"
"03/14/2022","3.5309","3.5210","3.5385","3.5178","90.60K","0.41%"
"03/11/2022","3.5166","3.5057","3.5237","3.4987","112.00K","0.35%"
"03/10/2022","3.5042","3.5069","3.5182","3.4922","106.38K","-0.03%"
"03/09/2022","3.5054","3.4841","3.5136","3.4810","100.93K","0.68%"
"03/08/2022","3.4816","3.4930","3.5000","3.4755","109.38K","-0.31%"
"03/07/2022","3.4924","3.5111","3.5196","3.4819","117.23K","-0.47%"
"03/04/2022","3.5090","3.5429","3.5470","3.5016","119.70K","-0.92%"
"03/03/2022","3.5417","3.5524","3.5684","3.5378","93.31K","-0.25%"
"03/02/2022","3.5506","3.5129","3.5633","3.5055","111.92K","1.12%"
"03/01/2022","3.5113","3.5192","3.5389","3.5043","109.44K","-0.18%"
"02/28/2022","3.5176","3.5422","3.5670","3.5096","119.14K","-1.16%"
"02/25/2022","3.5590","3.5396","3.5659","3.5359","116.38K","0.59%"
"02/24/2022","3.5381","3.5632","3.5661","3.5027","153.03K","-0.66%"
"02/23/2022","3.5616","3.5487","3.5749","3.5416","92.86K","0.40%"
"02/22/2022","3.5475","3.5533","3.5615","3.5286","131.27K","-0.14%"
"02/21/2022","3.5523","3.5730","3.5845","3.5525","90.43K","-0.60%"
"02/18/2022","3.5736","3.5794","3.5918","3.5705","116.32K","-0.13%"
"02/17/2022","3.5781","3.5790","3.5877","3.5661","127.95K","0.07%"
"02/16/2022","3.5757","3.5734","3.5852","3.5660","113.30K","0.11%"
"02/15/2022","3.5718","3.5624","3.5829","3.5529","111.71K","0.33%"
"02/14/2022","3.5602","3.5220","3.5672","3.5191","124.76K","1.00%"
"02/11/2022","3.5250","3.5446","3.5531","3.5129","119.93K","-0.51%"
"02/10/2022","3.5431","3.5312","3.5632","3.5248","120.84K","0.38%"
"02/09/2022","3.5296","3.5111","3.5345","3.5057","107.44K","0.57%"
"02/08/2022","3.5097","3.4867","3.5194","3.4856","121.11K","0.67%"
"02/07/2022","3.4864","3.4927","3.5132","3.4773","118.08K","-0.17%"
"02/04/2022","3.4924","3.4713","3.4970","3.4704","117.40K","0.64%"
"02/03/2022","3.4703","3.4547","3.4731","3.4465","108.51K","0.50%"
"02/02/2022","3.4532","3.4556","3.4602","3.4402","85.26K","-0.03%"
"02/01/2022","3.4541","3.4621","3.4697","3.4492","94.07K","-0.25%"
"01/31/2022","3.4627","3.4458","3.4718","3.4454","98.97K","0.54%"
"01/28/2022","3.4441","3.4634","3.4773","3.4424","110.19K","-0.51%"
"01/27/2022","3.4616","3.4625","3.4727","3.4467","117.02K","0.01%"
"01/26/2022","3.4611","3.4518","3.4716","3.4468","102.70K","0.34%"
"01/25/2022","3.4493","3.4527","3.4585","3.4353","131.99K","-0.02%"
"01/24/2022","3.4500","3.4527","3.4567","3.4355","135.64K","-0.06%"
"01/21/2022","3.4522","3.4661","3.4690","3.4367","114.72K","-0.36%"
"01/20/2022","3.4646","3.4729","3.4832","3.4571","116.39K","-0.17%"
"01/19/2022","3.4706","3.4637","3.4760","3.4400","124.06K","0.23%"
"01/18/2022","3.4625","3.4633","3.4904","3.4557","131.54K","0.04%"
"01/17/2022","3.4612","3.4389","3.4695","3.4315","86.56K","0.68%"
"01/14/2022","3.4377","3.4372","3.4434","3.4148","108.14K","0.05%"
"01/13/2022","3.4361","3.4419","3.4555","3.4286","91.22K","-0.12%"
"01/12/2022","3.4403","3.4613","3.4660","3.4390","91.88K","-0.57%"
"01/11/2022","3.4601","3.4260","3.4667","3.4248","92.47K","1.04%"
"01/10/2022","3.4245","3.4390","3.4430","3.4190","87.63K","-0.30%"
"01/07/2022","3.4349","3.4516","3.4639","3.4325","82.29K","-0.44%"
"01/06/2022","3.4501","3.4977","3.4977","3.4441","103.77K","-1.31%"
"01/05/2022","3.4959","3.4923","3.5043","3.4812","83.54K","0.15%"
"01/04/2022","3.4905","3.4697","3.4963","3.4636","81.44K","0.67%"
"01/03/2022","3.4672","3.4625","3.4808","3.4552","51.51K","0.18%"
"12/31/2021","3.4611","3.4501","3.4734","3.4478","62.49K","0.38%"
"12/30/2021","3.4480","3.4307","3.4581","3.4300","64.20K","0.55%"
"12/29/2021","3.4290","3.4235","3.4368","3.4151","72.91K","0.20%"
"12/28/2021","3.4221","3.4251","3.4343","3.4204","65.98K","-0.06%"
"12/27/2021","3.4240","3.4206","3.4307","3.4094","47.68K","0.11%"
"12/24/2021","3.4203","3.4137","3.4271","3.4083","107.81K","0.23%"
"12/23/2021","3.4123","3.3902","3.4181","3.3860","85.99K","0.71%"
"12/22/2021","3.3882","3.3872","3.3983","3.3723","84.35K","0.09%"
"12/21/2021","3.3852","3.3798","3.3890","3.3630","102.02K","0.20%"
"12/20/2021","3.3783","3.4091","3.4115","3.3733","110.54K","-0.91%"
"12/17/2021","3.4094","3.4023","3.4156","3.3939","118.87K","0.21%"
"12/16/2021","3.4022","3.4109","3.4227","3.3981","102.27K","-0.22%"
"12/15/2021","3.4097","3.4019","3.4172","3.3999","111.04K","0.24%"
"12/14/2021","3.4014","3.4014","3.4090","3.3930","113.42K","0.04%"
"12/13/2021","3.4000","3.3682","3.4107","3.3681","99.02K","0.88%"
"12/10/2021","3.3704","3.3786","3.3869","3.3678","111.93K","-0.14%"
"12/09/2021","3.3752","3.3943","3.4104","3.3732","112.36K","-0.49%"
"12/08/2021","3.3918","3.3714","3.4090","3.3714","124.82K","0.62%"
"12/07/2021","3.3710","3.3530","3.3807","3.3468","140.73K","0.57%"
"12/06/2021","3.3518","3.3316","3.3560","3.3314","114.95K","0.61%"
"12/03/2021","3.3314","3.3402","3.3591","3.3248","122.32K","-0.19%"
"12/02/2021","3.3378","3.3431","3.3556","3.3266","130.35K","-0.12%"
"12/01/2021","3.3417","3.3563","3.3739","3.3410","152.38K","-0.37%"
"11/30/2021","3.3540","3.3668","3.3874","3.3416","168.09K","-0.33%"
"11/29/2021","3.3650","3.3567","3.3884","3.3475","124.12K","0.32%"
"11/26/2021","3.3541","3.4551","3.4567","3.3506","172.14K","-2.88%"
"11/25/2021","3.4536","3.4595","3.4738","3.4490","116.15K","-0.12%"
"11/24/2021","3.4578","3.4776","3.4813","3.4430","122.54K","-0.49%"
"11/23/2021","3.4748","3.4802","3.4832","3.4634","146.13K","-0.07%"
"11/22/2021","3.4774","3.4756","3.4845","3.4634","154.07K","0.07%"
"11/19/2021","3.4750","3.5069","3.5119","3.4650","112.43K","-0.88%"
"11/18/2021","3.5057","3.4977","3.5149","3.4914","137.57K","0.34%"
"11/17/2021","3.4937","3.5052","3.5163","3.4892","133.68K","-0.29%"
"11/16/2021","3.5038","3.4869","3.5090","3.4810","113.01K","0.53%"
"11/15/2021","3.4853","3.4738","3.4922","3.4722","86.30K","0.41%"
"11/12/2021","3.4710","3.4713","3.4912","3.4682","103.11K","0.04%"
"11/11/2021","3.4697","3.4697","3.4798","3.4598","110.84K","-0.02%"
"11/10/2021","3.4704","3.4434","3.4797","3.4374","125.71K","0.84%"
"11/09/2021","3.4416","3.4387","3.4533","3.4371","131.32K","0.13%"
"11/08/2021","3.4372","3.4157","3.4418","3.4127","113.19K","0.69%"
"11/05/2021","3.4136","3.4107","3.4255","3.4027","121.64K","0.11%"
"11/04/2021","3.4098","3.4225","3.4302","3.4040","133.03K","-0.32%"
"11/03/2021","3.4208","3.4251","3.4280","3.4015","116.99K","-0.09%"
"11/02/2021","3.4240","3.4238","3.4309","3.4084","129.22K","0.04%"
"11/01/2021","3.4228","3.4227","3.4336","3.4115","102.48K","0.01%"
"10/29/2021","3.4224","3.4213","3.4305","3.4109","134.70K","0.08%"
"10/28/2021","3.4195","3.4186","3.4231","3.4072","136.33K","0.05%"
"10/27/2021","3.4177","3.4369","3.4445","3.4007","129.12K","-0.53%"
"10/26/2021","3.4359","3.4400","3.4534","3.4335","104.86K","-0.10%"
"10/25/2021","3.4392","3.4164","3.4409","3.4067","107.34K","0.82%"
"10/22/2021","3.4113","3.4135","3.4251","3.3993","114.59K","-0.03%"
"10/21/2021","3.4123","3.4245","3.4311","3.4028","112.99K","-0.31%"
"10/20/2021","3.4230","3.4326","3.4367","3.4179","110.76K","-0.24%"
"10/19/2021","3.4311","3.4142","3.4328","3.4134","107.99K","0.52%"
"10/18/2021","3.4133","3.4186","3.4242","3.4095","105.20K","0.05%"
"10/15/2021","3.4116","3.4272","3.4372","3.4128","107.94K","-0.41%"
"10/14/2021","3.4256","3.4119","3.4297","3.4065","95.49K","0.47%"
"10/13/2021","3.4095","3.4076","3.4211","3.4039","116.51K","0.09%"
"10/12/2021","3.4063","3.3642","3.4161","3.3623","106.97K","1.29%"
"10/11/2021","3.3630","3.3119","3.3753","3.3088","85.65K","1.53%"
"10/08/2021","3.3123","3.3035","3.3159","3.2961","88.88K","0.33%"
"10/07/2021","3.3015","3.2943","3.3064","3.2887","103.27K","0.25%"
"10/06/2021","3.2932","3.2957","3.3036","3.2807","123.08K","-0.04%"
"10/05/2021","3.2944","3.2836","3.2987","3.2794","130.60K","0.34%"
"10/04/2021","3.2833","3.3056","3.3059","3.2820","91.91K","-0.66%"
"10/01/2021","3.3051","3.3039","3.3161","3.2878","100.16K","0.07%"
"09/30/2021","3.3028","3.2973","3.3226","3.2906","123.89K","0.21%"
"09/29/2021","3.2958","3.2928","3.3023","3.2847","105.44K","0.12%"
"09/28/2021","3.2920","3.3040","3.3080","3.2864","118.23K","-0.31%"
"09/27/2021","3.3023","3.3101","3.3217","3.2987","84.76K","-0.22%"
"09/24/2021","3.3097","3.3042","3.3181","3.2985","79.18K","0.22%"
"09/23/2021","3.3024","3.2811","3.3177","3.2692","82.36K","0.68%"
"09/22/2021","3.2800","3.2734","3.2875","3.2661","112.74K","0.25%"
"09/21/2021","3.2717","3.2785","3.2872","3.2708","98.54K","-0.16%"
"09/20/2021","3.2771","3.2976","3.3043","3.2760","87.98K","-0.58%"
"09/17/2021","3.2962","3.3107","3.3164","3.2975","85.39K","-0.39%"
"09/16/2021","3.3092","3.3265","3.3319","3.3054","114.24K","-0.48%"
"09/15/2021","3.3250","3.3305","3.3388","3.3193","98.88K","-0.13%"
"09/14/2021","3.3294","3.3463","3.3519","3.3229","98.82K","-0.46%"
"09/13/2021","3.3449","3.3595","3.3623","3.3428","71.89K","-0.44%"
"09/10/2021","3.3597","3.3531","3.3724","3.3487","103.10K","0.21%"
"09/09/2021","3.3527","3.3649","3.3703","3.3505","98.25K","-0.33%"
"09/08/2021","3.3637","3.3770","3.3786","3.3535","108.87K","-0.34%"
"09/07/2021","3.3753","3.3861","3.3861","3.3677","109.20K","-0.18%"
"09/06/2021","3.3815","3.3778","3.3965","3.3727","66.16K","0.15%"
"09/03/2021","3.3763","3.3874","3.3937","3.3672","80.10K","-0.27%"
"09/02/2021","3.3853","3.4047","3.4093","3.3832","72.43K","-0.53%"
"09/01/2021","3.4032","3.4137","3.4224","3.4017","87.63K","-0.27%"
"08/31/2021","3.4125","3.3837","3.4141","3.3820","79.64K","0.90%"
"08/30/2021","3.3822","3.3760","3.3916","3.3670","49.93K","0.25%"
"08/27/2021","3.3739","3.3607","3.3786","3.3497","106.47K","0.45%"
"08/26/2021","3.3589","3.3534","3.3708","3.3472","106.65K","0.21%"
"08/25/2021","3.3519","3.3339","3.3605","3.3275","93.11K","0.57%"
"08/24/2021","3.3329","3.2980","3.3400","3.2932","91.49K","1.10%"
"08/23/2021","3.2967","3.2915","3.3039","3.2882","76.57K","0.19%"
"08/20/2021","3.2904","3.2898","3.2975","3.2829","95.33K","0.07%"
"08/19/2021","3.2880","3.2968","3.3031","3.2778","122.53K","-0.20%"
"08/18/2021","3.2945","3.2840","3.3074","3.2829","92.04K","0.37%"
"08/17/2021","3.2825","3.2687","3.2927","3.2636","96.83K","0.43%"
"08/16/2021","3.2684","3.2895","3.2922","3.2651","112.02K","-0.52%"
"08/13/2021","3.2855","3.3403","3.3405","3.2869","90.04K","-1.61%"
"08/12/2021","3.3391","3.3287","3.3500","3.3229","105.64K","0.35%"
"08/11/2021","3.3273","3.3047","3.3352","3.3024","113.37K","0.73%"
"08/10/2021","3.3033","3.2950","3.3058","3.2930","115.09K","0.29%"
"08/09/2021","3.2939","3.2974","3.3040","3.2899","75.93K","0.00%"
"08/06/2021","3.2940","3.3014","3.3054","3.2849","95.54K","-0.17%"
"08/05/2021","3.2995","3.3057","3.3173","3.2910","120.15K","-0.15%"
"08/04/2021","3.3043","3.3022","3.3098","3.2856","110.51K","0.09%"
"08/03/2021","3.3012","3.3176","3.3194","3.2964","97.01K","-0.43%"
"08/02/2021","3.3155","3.3358","3.3367","3.3129","77.51K","-0.53%"
"07/30/2021","3.3333","3.3321","3.3414","3.3255","102.59K","0.06%"
"07/29/2021","3.3314","3.3468","3.3514","3.3308","118.25K","-0.42%"
"07/28/2021","3.3455","3.3330","3.3565","3.3311","107.06K","0.40%"
"07/27/2021","3.3321","3.3533","3.3587","3.3284","100.50K","-0.59%"
"07/26/2021","3.3518","3.3586","3.3586","3.3412","74.76K","-0.06%"
"07/23/2021","3.3538","3.3492","3.3595","3.3432","75.92K","0.18%"
"07/22/2021","3.3477","3.3601","3.3610","3.3463","104.01K","-0.27%"
"07/21/2021","3.3568","3.3451","3.3612","3.3397","86.72K","0.39%"
"07/20/2021","3.3437","3.3303","3.3495","3.3295","103.62K","0.43%"
"07/19/2021","3.3295","3.3531","3.3587","3.3201","87.35K","-0.72%"
"07/16/2021","3.3536","3.3611","3.3704","3.3523","91.35K","-0.18%"
"07/15/2021","3.3596","3.3723","3.3730","3.3572","80.20K","-0.30%"
"07/14/2021","3.3696","3.3901","3.3908","3.3668","83.42K","-0.57%"
"07/13/2021","3.3888","3.3767","3.3939","3.3755","90.38K","0.39%"
"07/12/2021","3.3757","3.3870","3.3914","3.3683","85.58K","-0.30%"
"07/09/2021","3.3858","3.3745","3.3898","3.3567","76.10K","0.38%"
"07/08/2021","3.3730","3.4251","3.4264","3.3679","86.43K","-1.47%"
"07/07/2021","3.4233","3.4288","3.4354","3.4148","75.68K","-0.14%"
"07/06/2021","3.4280","3.4547","3.4573","3.4255","93.17K","-0.74%"
"07/05/2021","3.4535","3.4499","3.4639","3.4467","71.51K","0.02%"
"07/02/2021","3.4527","3.4777","3.4795","3.4529","63.67K","-0.67%"
"07/01/2021","3.4760","3.4688","3.4837","3.4655","64.46K","0.25%"
"06/30/2021","3.4675","3.4432","3.4698","3.4384","70.14K","0.76%"
